"","Car_id","Date","Gender","Annual.Income","Company","Model","Engine","Transmission","Color","Price","Body.Style","Dealer_Region"
"10191","C_CND_010191","12/21/2022","Male",1300000,"Nissan","Frontier","Overhead Camshaft","Manual","Black",53001,"Hatchback","Greenville"
"10192","C_CND_010192","12/21/2022","Male",1405000,"Honda","Passport","Overhead Camshaft","Manual","Pale White",13500,"Hardtop","Janesville"
"10193","C_CND_010193","12/21/2022","Male",775000,"Acura","RL","Overhead Camshaft","Manual","Pale White",31000,"SUV","Janesville"
"10194","C_CND_010194","12/21/2022","Male",1378000,"Mitsubishi","Montero Sport","Overhead Camshaft","Manual","Pale White",12800,"Hardtop","Janesville"
"10195","C_CND_010195","12/21/2022","Male",1410000,"Subaru","Forester","Overhead Camshaft","Manual","Pale White",26000,"Hardtop","Austin"
"10196","C_CND_010196","12/21/2022","Male",602000,"Mercedes-B","S-Class","Overhead Camshaft","Manual","Pale White",21000,"SUV","Middletown"
"10197","C_CND_010197","12/21/2022","Male",650000,"BMW","323i","DoubleÂ Overhead Camshaft","Auto","Black",9000,"Hatchback","Aurora"
"10198","C_CND_010198","12/21/2022","Male",13500,"Mercury","Grand Marquis","Overhead Camshaft","Manual","Pale White",16000,"SUV","Greenville"
"10199","C_CND_010199","12/21/2022","Male",545000,"Ford","F-Series","Overhead Camshaft","Manual","Pale White",14000,"Passenger","Pasco"
"10200","C_CND_010200","12/21/2022","Male",461000,"Chevrolet","Cavalier","Overhead Camshaft","Manual","Pale White",20001,"SUV","Janesville"
"10201","C_CND_010201","12/21/2022","Male",751000,"Nissan","Frontier","DoubleÂ Overhead Camshaft","Auto","Pale White",26001,"Hatchback","Scottsdale"
"10202","C_CND_010202","12/21/2022","Male",500000,"Saturn","SC","DoubleÂ Overhead Camshaft","Auto","Black",33000,"SUV","Austin"
"10203","C_CND_010203","12/21/2022","Male",560000,"Dodge","Durango","DoubleÂ Overhead Camshaft","Auto","Pale White",10000,"SUV","Middletown"
"10204","C_CND_010204","12/21/2022","Male",320000,"Dodge","Neon","Overhead Camshaft","Manual","Pale White",19000,"SUV","Aurora"
"10205","C_CND_010205","12/21/2022","Male",450000,"Volkswagen","Jetta","Overhead Camshaft","Manual","Pale White",24000,"Passenger","Greenville"
"10206","C_CND_010206","12/21/2022","Male",703000,"Oldsmobile","Intrigue","DoubleÂ Overhead Camshaft","Auto","Pale White",39000,"SUV","Pasco"
"10207","C_CND_010207","12/21/2022","Female",680000,"Jeep","Wrangler","Overhead Camshaft","Manual","Pale White",13000,"Hatchback","Janesville"
"10208","C_CND_010208","12/21/2022","Male",650000,"Nissan","Sentra","DoubleÂ Overhead Camshaft","Auto","Black",16000,"Passenger","Scottsdale"
"10209","C_CND_010209","12/21/2022","Male",770000,"Honda","Civic","DoubleÂ Overhead Camshaft","Auto","Pale White",25000,"Hatchback","Austin"
"10210","C_CND_010210","12/21/2022","Male",13500,"Volvo","S80","Overhead Camshaft","Manual","Pale White",25000,"Sedan","Austin"
"10211","C_CND_010211","12/21/2022","Male",1250000,"Mercury","Villager","Overhead Camshaft","Manual","Pale White",16000,"Passenger","Middletown"
"10212","C_CND_010212","12/21/2022","Male",1520000,"Buick","LeSabre","Overhead Camshaft","Manual","Black",20000,"Sedan","Aurora"
"10213","C_CND_010213","12/21/2022","Female",13500,"Ford","Crown Victoria","Overhead Camshaft","Manual","Pale White",20000,"Passenger","Greenville"
"10214","C_CND_010214","12/21/2022","Female",1250000,"Lincoln","Navigator","Overhead Camshaft","Manual","Pale White",33000,"Sedan","Pasco"
"10215","C_CND_010215","12/21/2022","Male",1070000,"Pontiac","Grand Am","DoubleÂ Overhead Camshaft","Auto","Pale White",12000,"SUV","Janesville"
"10216","C_CND_010216","12/21/2022","Male",13500,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Black",9000,"Hatchback","Scottsdale"
"10217","C_CND_010217","12/21/2022","Male",822000,"Cadillac","Escalade","DoubleÂ Overhead Camshaft","Auto","Pale White",38000,"Sedan","Austin"
"10218","C_CND_010218","12/21/2022","Male",1225000,"Volkswagen","GTI","DoubleÂ Overhead Camshaft","Auto","Pale White",25500,"SUV","Middletown"
"10219","C_CND_010219","12/21/2022","Male",1760000,"Mercedes-B","E-Class","DoubleÂ Overhead Camshaft","Auto","Pale White",31000,"Sedan","Aurora"
"10220","C_CND_010220","12/21/2022","Male",1668000,"Chrysler","Concorde","DoubleÂ Overhead Camshaft","Auto","Pale White",19800,"Hardtop","Aurora"
"10221","C_CND_010221","12/22/2022","Male",2050000,"Chevrolet","Prizm","Overhead Camshaft","Manual","Pale White",21001,"Hatchback","Austin"
"10222","C_CND_010222","12/22/2022","Male",1620000,"Mercury","Grand Marquis","DoubleÂ Overhead Camshaft","Auto","Black",9000,"SUV","Middletown"
"10223","C_CND_010223","12/22/2022","Female",2127000,"Chevrolet","Cavalier","Overhead Camshaft","Manual","Pale White",20700,"SUV","Aurora"
"10224","C_CND_010224","12/22/2022","Male",1400000,"Volvo","S40","Overhead Camshaft","Manual","Pale White",17001,"Sedan","Middletown"
"10225","C_CND_010225","12/22/2022","Male",13500,"Subaru","Outback","DoubleÂ Overhead Camshaft","Auto","Pale White",57001,"SUV","Aurora"
"10226","C_CND_010226","12/22/2022","Male",1170000,"Chevrolet","Corvette","DoubleÂ Overhead Camshaft","Auto","Pale White",25001,"SUV","Greenville"
"10227","C_CND_010227","12/22/2022","Male",1283000,"BMW","528i","Overhead Camshaft","Manual","Pale White",29300,"SUV","Pasco"
"10228","C_CND_010228","12/22/2022","Male",1450000,"Mitsubishi","Galant","DoubleÂ Overhead Camshaft","Auto","Pale White",36000,"Passenger","Janesville"
"10229","C_CND_010229","12/22/2022","Male",1325000,"BMW","528i","DoubleÂ Overhead Camshaft","Auto","Pale White",62500,"SUV","Scottsdale"
"10230","C_CND_010230","12/22/2022","Male",480000,"Chevrolet","Metro","DoubleÂ Overhead Camshaft","Auto","Pale White",19000,"Passenger","Middletown"
"10231","C_CND_010231","12/22/2022","Male",590000,"Volkswagen","Jetta","Overhead Camshaft","Manual","Pale White",27000,"Passenger","Aurora"
"10232","C_CND_010232","12/22/2022","Male",900000,"Chevrolet","Malibu","Overhead Camshaft","Manual","Pale White",57000,"SUV","Greenville"
"10233","C_CND_010233","12/22/2022","Male",1850000,"Ford","Escort","Overhead Camshaft","Manual","Black",12000,"Passenger","Pasco"
"10234","C_CND_010234","12/22/2022","Male",2380000,"Mitsubishi","Diamante","DoubleÂ Overhead Camshaft","Auto","Black",18000,"Hatchback","Janesville"
"10235","C_CND_010235","12/22/2022","Male",410000,"Nissan","Pathfinder","DoubleÂ Overhead Camshaft","Auto","Pale White",75000,"Hardtop","Aurora"
"10236","C_CND_010236","12/23/2022","Female",13500,"Nissan","Maxima","Overhead Camshaft","Manual","Pale White",29000,"Sedan","Greenville"
"10237","C_CND_010237","12/23/2022","Male",13500,"Acura","RL","Overhead Camshaft","Manual","Black",18001,"SUV","Pasco"
"10238","C_CND_010238","12/23/2022","Male",13500,"Oldsmobile","Cutlass","DoubleÂ Overhead Camshaft","Auto","Pale White",15000,"Sedan","Austin"
"10239","C_CND_010239","12/23/2022","Male",13500,"Porsche","Carrera Coupe","Overhead Camshaft","Manual","Black",16000,"SUV","Pasco"
"10240","C_CND_010240","12/23/2022","Male",13500,"Dodge","Avenger","DoubleÂ Overhead Camshaft","Auto","Pale White",39000,"Passenger","Austin"
"10241","C_CND_010241","12/24/2022","Male",940000,"Volvo","S70","Overhead Camshaft","Manual","Black",22000,"Hatchback","Pasco"
"10242","C_CND_010242","12/24/2022","Male",1710000,"Volkswagen","Jetta","DoubleÂ Overhead Camshaft","Auto","Black",22000,"Passenger","Janesville"
"10243","C_CND_010243","12/24/2022","Male",1800000,"Honda","Accord","Overhead Camshaft","Manual","Black",43000,"Sedan","Scottsdale"
"10244","C_CND_010244","12/24/2022","Male",1706000,"BMW","328i","Overhead Camshaft","Manual","Pale White",21600,"Sedan","Austin"
"10245","C_CND_010245","12/24/2022","Male",13500,"Pontiac","Bonneville","Overhead Camshaft","Manual","Pale White",11000,"Hatchback","Middletown"
"10246","C_CND_010246","12/24/2022","Male",1300000,"Ford","Focus","Overhead Camshaft","Manual","Pale White",24000,"Hatchback","Aurora"
"10247","C_CND_010247","12/24/2022","Female",2355000,"Porsche","Boxter","Overhead Camshaft","Manual","Pale White",24500,"SUV","Greenville"
"10248","C_CND_010248","12/24/2022","Male",13500,"Oldsmobile","Intrigue","Overhead Camshaft","Manual","Pale White",37000,"SUV","Pasco"
"10249","C_CND_010249","12/24/2022","Male",13500,"Lincoln","Navigator","Overhead Camshaft","Manual","Pale White",33000,"Sedan","Janesville"
"10250","C_CND_010250","12/24/2022","Female",1845000,"Acura","RL","Overhead Camshaft","Manual","Black",18500,"SUV","Scottsdale"
"10251","C_CND_010251","12/24/2022","Female",13500,"Honda","Accord","DoubleÂ Overhead Camshaft","Auto","Pale White",21000,"Sedan","Austin"
"10252","C_CND_010252","12/24/2022","Male",770000,"Mitsubishi","Montero Sport","DoubleÂ Overhead Camshaft","Auto","Pale White",39000,"Hatchback","Middletown"
"10253","C_CND_010253","12/24/2022","Male",2200000,"Mercedes-B","M-Class","Overhead Camshaft","Manual","Pale White",25000,"Hatchback","Aurora"
"10254","C_CND_010254","12/24/2022","Female",2800000,"Nissan","Pathfinder","DoubleÂ Overhead Camshaft","Auto","Pale White",46000,"Hatchback","Greenville"
"10255","C_CND_010255","12/24/2022","Male",13500,"Toyota","Tacoma","Overhead Camshaft","Manual","Black",36000,"Hatchback","Pasco"
"10256","C_CND_010256","12/24/2022","Female",1912500,"Infiniti","I30","Overhead Camshaft","Manual","Pale White",16250,"Hatchback","Janesville"
"10257","C_CND_010257","12/24/2022","Female",1655000,"Ford","Windstar","DoubleÂ Overhead Camshaft","Auto","Pale White",31500,"Sedan","Scottsdale"
"10258","C_CND_010258","12/24/2022","Female",1800000,"Dodge","Avenger","DoubleÂ Overhead Camshaft","Auto","Black",16000,"Passenger","Austin"
"10259","C_CND_010259","12/24/2022","Female",13500,"Saturn","LS","Overhead Camshaft","Manual","Pale White",14000,"Sedan","Middletown"
"10260","C_CND_010260","12/24/2022","Male",970000,"Honda","Odyssey","Overhead Camshaft","Manual","Pale White",27001,"Passenger","Janesville"
"10261","C_CND_010261","12/24/2022","Male",3350000,"Volkswagen","GTI","Overhead Camshaft","Manual","Black",25001,"SUV","Scottsdale"
"10262","C_CND_010262","12/24/2022","Male",2255000,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Pale White",32501,"Hatchback","Austin"
"10263","C_CND_010263","12/24/2022","Male",870000,"Hyundai","Sonata","Overhead Camshaft","Manual","Black",20001,"SUV","Middletown"
"10264","C_CND_010264","12/24/2022","Male",1870000,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Black",9001,"Hatchback","Aurora"
"10265","C_CND_010265","12/24/2022","Male",13500,"Lexus","LX470","Overhead Camshaft","Manual","Pale White",54001,"SUV","Greenville"
"10266","C_CND_010266","12/24/2022","Male",1750000,"Chrysler","Sebring Coupe","DoubleÂ Overhead Camshaft","Auto","Pale White",46001,"Sedan","Pasco"
"10267","C_CND_010267","12/24/2022","Male",1800000,"Dodge","Stratus","Overhead Camshaft","Manual","Pale White",37001,"Hatchback","Janesville"
"10268","C_CND_010268","12/24/2022","Male",3825000,"Chevrolet","Metro","Overhead Camshaft","Manual","Pale White",13501,"Passenger","Scottsdale"
"10269","C_CND_010269","12/24/2022","Male",13500,"Dodge","Dakota","DoubleÂ Overhead Camshaft","Auto","Pale White",21001,"Sedan","Austin"
"10270","C_CND_010270","12/24/2022","Male",13500,"Hyundai","Sonata","Overhead Camshaft","Manual","Pale White",13001,"SUV","Janesville"
"10271","C_CND_010271","12/24/2022","Male",13500,"Ford","Taurus","Overhead Camshaft","Manual","Black",43001,"SUV","Scottsdale"
"10272","C_CND_010272","12/24/2022","Male",485000,"Toyota","RAV4","Overhead Camshaft","Manual","Pale White",22001,"Hatchback","Austin"
"10273","C_CND_010273","12/24/2022","Male",1350000,"Porsche","Boxter","DoubleÂ Overhead Camshaft","Auto","Black",26001,"SUV","Middletown"
"10274","C_CND_010274","12/24/2022","Male",600000,"Infiniti","I30","Overhead Camshaft","Manual","Pale White",22000,"Hardtop","Greenville"
"10275","C_CND_010275","12/24/2022","Male",940000,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Pale White",31001,"Hatchback","Greenville"
"10276","C_CND_010276","12/24/2022","Male",410000,"BMW","528i","Overhead Camshaft","Manual","Black",21001,"SUV","Pasco"
"10277","C_CND_010277","12/24/2022","Male",980000,"Mitsubishi","Diamante","DoubleÂ Overhead Camshaft","Auto","Pale White",21001,"Hatchback","Janesville"
"10278","C_CND_010278","12/24/2022","Male",380000,"Toyota","RAV4","Overhead Camshaft","Manual","Black",85001,"Hatchback","Scottsdale"
"10279","C_CND_010279","12/24/2022","Male",13500,"Plymouth","Voyager","Overhead Camshaft","Manual","Pale White",20000,"Passenger","Middletown"
"10280","C_CND_010280","12/24/2022","Male",865500,"Pontiac","Grand Prix","DoubleÂ Overhead Camshaft","Auto","Pale White",19500,"Passenger","Aurora"
"10281","C_CND_010281","12/24/2022","Male",13500,"Toyota","Celica","Overhead Camshaft","Manual","Pale White",14000,"SUV","Greenville"
"10282","C_CND_010282","12/24/2022","Female",657000,"Ford","Focus","Overhead Camshaft","Manual","Black",49000,"Hardtop","Aurora"
"10283","C_CND_010283","12/24/2022","Female",553000,"Dodge","Ram Van","DoubleÂ Overhead Camshaft","Auto","Pale White",15000,"Hatchback","Janesville"
"10284","C_CND_010284","12/24/2022","Male",380000,"Jaguar","S-Type","DoubleÂ Overhead Camshaft","Auto","Black",27000,"Passenger","Scottsdale"
"10285","C_CND_010285","12/24/2022","Male",425000,"Cadillac","DeVille","DoubleÂ Overhead Camshaft","Auto","Pale White",22000,"SUV","Austin"
"10286","C_CND_010286","12/24/2022","Male",280000,"Lincoln","Navigator","Overhead Camshaft","Manual","Pale White",33000,"Sedan","Janesville"
"10287","C_CND_010287","12/24/2022","Male",13500,"Chrysler","Sebring Coupe","Overhead Camshaft","Manual","Black",12000,"Sedan","Scottsdale"
"10288","C_CND_010288","12/24/2022","Female",370000,"Dodge","Durango","DoubleÂ Overhead Camshaft","Auto","Black",19000,"SUV","Austin"
"10289","C_CND_010289","12/24/2022","Female",585000,"Cadillac","Seville","Overhead Camshaft","Manual","Black",44000,"Hardtop","Janesville"
"10290","C_CND_010290","12/24/2022","Male",391000,"Chevrolet","Corvette","DoubleÂ Overhead Camshaft","Auto","Pale White",45000,"SUV","Aurora"
"10291","C_CND_010291","12/24/2022","Male",715000,"Pontiac","Grand Am","DoubleÂ Overhead Camshaft","Auto","Pale White",12000,"SUV","Greenville"
"10292","C_CND_010292","12/24/2022","Male",1130000,"Buick","LeSabre","Overhead Camshaft","Manual","Black",20000,"Sedan","Pasco"
"10293","C_CND_010293","12/24/2022","Male",1110000,"Saab","5-Sep","Overhead Camshaft","Manual","Pale White",28000,"Hatchback","Janesville"
"10294","C_CND_010294","12/24/2022","Male",950000,"Acura","RL","Overhead Camshaft","Manual","Black",18001,"SUV","Scottsdale"
"10295","C_CND_010295","12/24/2022","Male",918000,"Chrysler","LHS","DoubleÂ Overhead Camshaft","Auto","Pale White",21001,"Hatchback","Austin"
"10296","C_CND_010296","12/24/2022","Male",730000,"BMW","323i","DoubleÂ Overhead Camshaft","Auto","Pale White",19001,"Hatchback","Middletown"
"10297","C_CND_010297","12/24/2022","Male",360000,"Dodge","Stratus","DoubleÂ Overhead Camshaft","Auto","Pale White",31001,"Hatchback","Aurora"
"10298","C_CND_010298","12/24/2022","Male",935000,"Honda","Passport","Overhead Camshaft","Manual","Pale White",13000,"SUV","Janesville"
"10299","C_CND_010299","12/24/2022","Male",700000,"Mercedes-B","SLK","DoubleÂ Overhead Camshaft","Auto","Pale White",36000,"Passenger","Scottsdale"
"10300","C_CND_010300","12/24/2022","Female",746000,"Mitsubishi","Diamante","Overhead Camshaft","Manual","Pale White",12000,"Hatchback","Austin"
"10301","C_CND_010301","12/24/2022","Male",675000,"Volvo","S40","Overhead Camshaft","Manual","Pale White",22000,"Sedan","Janesville"
"10302","C_CND_010302","12/24/2022","Male",816000,"Toyota","Sienna","DoubleÂ Overhead Camshaft","Auto","Pale White",26000,"Passenger","Scottsdale"
"10303","C_CND_010303","12/24/2022","Female",1100000,"Lincoln","Continental","Overhead Camshaft","Manual","Black",18000,"Passenger","Austin"
"10304","C_CND_010304","12/24/2022","Male",845000,"Ford","Taurus","Overhead Camshaft","Manual","Pale White",22000,"SUV","Middletown"
"10305","C_CND_010305","12/24/2022","Male",725000,"Dodge","Caravan","Overhead Camshaft","Manual","Pale White",24000,"SUV","Aurora"
"10306","C_CND_010306","12/24/2022","Female",590000,"Acura","TL","Overhead Camshaft","Manual","Pale White",14000,"Hatchback","Greenville"
"10307","C_CND_010307","12/24/2022","Male",772000,"Mitsubishi","Diamante","Overhead Camshaft","Manual","Pale White",25000,"Hatchback","Pasco"
"10308","C_CND_010308","12/24/2022","Female",13500,"Pontiac","Sunfire","DoubleÂ Overhead Camshaft","Auto","Black",18000,"Sedan","Janesville"
"10309","C_CND_010309","12/24/2022","Male",650000,"Mercedes-B","E-Class","DoubleÂ Overhead Camshaft","Auto","Pale White",31000,"Sedan","Scottsdale"
"10310","C_CND_010310","12/24/2022","Male",757000,"Ford","Taurus","Overhead Camshaft","Manual","Black",43000,"SUV","Austin"
"10311","C_CND_010311","12/24/2022","Female",870000,"Saturn","SC","Overhead Camshaft","Manual","Pale White",61000,"SUV","Middletown"
"10312","C_CND_010312","12/24/2022","Male",690000,"Nissan","Pathfinder","Overhead Camshaft","Manual","Pale White",11000,"SUV","Aurora"
"10313","C_CND_010313","12/24/2022","Male",785000,"Chevrolet","Cavalier","Overhead Camshaft","Manual","Pale White",28000,"SUV","Greenville"
"10314","C_CND_010314","12/24/2022","Male",583000,"Dodge","Viper","DoubleÂ Overhead Camshaft","Auto","Pale White",41001,"SUV","Pasco"
"10315","C_CND_010315","12/24/2022","Male",920000,"Lexus","GS300","Overhead Camshaft","Manual","Pale White",17001,"Passenger","Janesville"
"10316","C_CND_010316","12/24/2022","Male",880000,"Lincoln","Town car","Overhead Camshaft","Manual","Pale White",33001,"Hatchback","Scottsdale"
"10317","C_CND_010317","12/24/2022","Male",405000,"Volkswagen","Golf","DoubleÂ Overhead Camshaft","Auto","Pale White",35000,"Hardtop","Greenville"
"10318","C_CND_010318","12/24/2022","Male",13500,"Oldsmobile","Silhouette","Overhead Camshaft","Manual","Pale White",14000,"Sedan","Aurora"
"10319","C_CND_010319","12/24/2022","Male",1100000,"Pontiac","Grand Am","DoubleÂ Overhead Camshaft","Auto","Pale White",31000,"SUV","Greenville"
"10320","C_CND_010320","12/24/2022","Male",1830000,"Nissan","Xterra","DoubleÂ Overhead Camshaft","Auto","Black",9000,"Passenger","Pasco"
"10321","C_CND_010321","12/24/2022","Male",700000,"Mitsubishi","Mirage","DoubleÂ Overhead Camshaft","Auto","Black",9000,"SUV","Janesville"
"10322","C_CND_010322","12/24/2022","Male",800000,"Oldsmobile","Cutlass","DoubleÂ Overhead Camshaft","Auto","Pale White",41000,"Sedan","Scottsdale"
"10323","C_CND_010323","12/24/2022","Male",13500,"Toyota","Sienna","Overhead Camshaft","Manual","Black",12000,"Passenger","Austin"
"10324","C_CND_010324","12/24/2022","Male",1415000,"Porsche","Carrera Coupe","DoubleÂ Overhead Camshaft","Auto","Pale White",22500,"Hardtop","Pasco"
"10325","C_CND_010325","12/24/2022","Male",865000,"Plymouth","Neon","DoubleÂ Overhead Camshaft","Auto","Pale White",27000,"SUV","Scottsdale"
"10326","C_CND_010326","12/24/2022","Male",13500,"Jeep","Wrangler","Overhead Camshaft","Manual","Pale White",23000,"Hatchback","Austin"
"10327","C_CND_010327","12/24/2022","Male",13500,"Mercury","Mountaineer","DoubleÂ Overhead Camshaft","Auto","Pale White",21000,"Hardtop","Middletown"
"10328","C_CND_010328","12/24/2022","Male",850000,"Mitsubishi","Montero Sport","DoubleÂ Overhead Camshaft","Auto","Black",45000,"Hardtop","Pasco"
"10329","C_CND_010329","12/24/2022","Male",530000,"Audi","A4","DoubleÂ Overhead Camshaft","Auto","Black",27001,"Hardtop","Greenville"
"10330","C_CND_010330","12/24/2022","Male",1105000,"Chrysler","LHS","DoubleÂ Overhead Camshaft","Auto","Pale White",20500,"Hatchback","Pasco"
"10331","C_CND_010331","12/24/2022","Male",13500,"Ford","Expedition","Overhead Camshaft","Manual","Black",18000,"SUV","Janesville"
"10332","C_CND_010332","12/24/2022","Female",1475000,"Chrysler","LHS","DoubleÂ Overhead Camshaft","Auto","Pale White",16500,"Hatchback","Scottsdale"
"10333","C_CND_010333","12/24/2022","Male",1250000,"Chrysler","300M","DoubleÂ Overhead Camshaft","Auto","Pale White",22000,"SUV","Austin"
"10334","C_CND_010334","12/24/2022","Male",13500,"Chevrolet","Prizm","Overhead Camshaft","Manual","Black",16001,"Hardtop","Aurora"
"10335","C_CND_010335","12/24/2022","Male",1960000,"Saturn","SL","DoubleÂ Overhead Camshaft","Auto","Black",11000,"SUV","Aurora"
"10336","C_CND_010336","12/25/2022","Male",13500,"Dodge","Durango","DoubleÂ Overhead Camshaft","Auto","Black",24000,"SUV","Aurora"
"10337","C_CND_010337","12/25/2022","Female",2630000,"Dodge","Ram Pickup","DoubleÂ Overhead Camshaft","Auto","Pale White",39000,"Hatchback","Greenville"
"10338","C_CND_010338","12/25/2022","Male",13500,"Acura","TL","Overhead Camshaft","Manual","Pale White",14001,"Hatchback","Pasco"
"10339","C_CND_010339","12/25/2022","Female",13500,"Volvo","S70","DoubleÂ Overhead Camshaft","Auto","Pale White",20001,"Hatchback","Janesville"
"10340","C_CND_010340","12/25/2022","Male",1400000,"Acura","Integra","DoubleÂ Overhead Camshaft","Auto","Black",45001,"Passenger","Scottsdale"
"10341","C_CND_010341","12/25/2022","Male",900000,"Ford","Mustang","Overhead Camshaft","Manual","Pale White",25001,"Hatchback","Austin"
"10342","C_CND_010342","12/25/2022","Male",2150000,"Mitsubishi","Montero Sport","Overhead Camshaft","Manual","Pale White",29001,"Hatchback","Janesville"
"10343","C_CND_010343","12/25/2022","Male",1725000,"Mercedes-B","C-Class","DoubleÂ Overhead Camshaft","Auto","Black",14501,"Hatchback","Scottsdale"
"10344","C_CND_010344","12/25/2022","Male",1755000,"Cadillac","Eldorado","DoubleÂ Overhead Camshaft","Auto","Black",60501,"Passenger","Janesville"
"10345","C_CND_010345","12/25/2022","Female",1200000,"Porsche","Boxter","Overhead Camshaft","Manual","Pale White",14001,"SUV","Scottsdale"
"10346","C_CND_010346","12/25/2022","Male",13500,"Pontiac","Grand Prix","DoubleÂ Overhead Camshaft","Auto","Pale White",19001,"Passenger","Austin"
"10347","C_CND_010347","12/25/2022","Male",13500,"Mercury","Villager","DoubleÂ Overhead Camshaft","Auto","Black",28001,"Passenger","Middletown"
"10348","C_CND_010348","12/25/2022","Male",1650000,"Oldsmobile","Silhouette","DoubleÂ Overhead Camshaft","Auto","Black",60000,"Sedan","Aurora"
"10349","C_CND_010349","12/25/2022","Male",1720000,"Mercury","Cougar","Overhead Camshaft","Manual","Pale White",22000,"Hatchback","Greenville"
"10350","C_CND_010350","12/25/2022","Female",2560000,"BMW","323i","DoubleÂ Overhead Camshaft","Auto","Pale White",22000,"Hatchback","Pasco"
"10351","C_CND_010351","12/25/2022","Male",1815000,"Acura","TL","DoubleÂ Overhead Camshaft","Auto","Black",28500,"Hatchback","Janesville"
"10352","C_CND_010352","12/25/2022","Male",408000,"Saturn","SC","Overhead Camshaft","Manual","Pale White",61000,"Hardtop","Greenville"
"10353","C_CND_010353","12/25/2022","Male",13500,"BMW","323i","Overhead Camshaft","Manual","Pale White",21001,"Hatchback","Middletown"
"10354","C_CND_010354","12/25/2022","Male",917000,"Mitsubishi","3000GT","Overhead Camshaft","Manual","Pale White",24001,"Sedan","Aurora"
"10355","C_CND_010355","12/25/2022","Male",13500,"Dodge","Ram Wagon","DoubleÂ Overhead Camshaft","Auto","Black",22001,"Passenger","Greenville"
"10356","C_CND_010356","12/25/2022","Male",705000,"Chrysler","Concorde","DoubleÂ Overhead Camshaft","Auto","Pale White",42000,"Hardtop","Aurora"
"10357","C_CND_010357","12/25/2022","Male",13500,"Chevrolet","Cavalier","Overhead Camshaft","Manual","Pale White",14001,"SUV","Janesville"
"10358","C_CND_010358","12/25/2022","Male",13500,"Dodge","Avenger","DoubleÂ Overhead Camshaft","Auto","Pale White",22001,"Passenger","Scottsdale"
"10359","C_CND_010359","12/25/2022","Female",702000,"Mitsubishi","Diamante","Overhead Camshaft","Manual","Black",22001,"Hatchback","Austin"
"10360","C_CND_010360","12/25/2022","Male",13500,"Volvo","C70","Overhead Camshaft","Manual","Pale White",24001,"Hatchback","Middletown"
"10361","C_CND_010361","12/25/2022","Male",701000,"Honda","Accord","Overhead Camshaft","Manual","Black",43001,"Sedan","Aurora"
"10362","C_CND_010362","12/25/2022","Male",1600000,"Plymouth","Neon","Overhead Camshaft","Manual","Pale White",22001,"SUV","Greenville"
"10363","C_CND_010363","12/25/2022","Female",13500,"Mitsubishi","Diamante","DoubleÂ Overhead Camshaft","Auto","Pale White",21001,"Hatchback","Pasco"
"10364","C_CND_010364","12/25/2022","Male",2000000,"Toyota","4Runner","Overhead Camshaft","Manual","Black",25001,"Sedan","Janesville"
"10365","C_CND_010365","12/25/2022","Male",1610000,"Mercedes-B","S-Class","Overhead Camshaft","Manual","Black",85001,"SUV","Scottsdale"
"10366","C_CND_010366","12/25/2022","Male",1742000,"Mitsubishi","3000GT","Overhead Camshaft","Manual","Pale White",21201,"Sedan","Austin"
"10367","C_CND_010367","12/25/2022","Male",1016000,"Volkswagen","GTI","DoubleÂ Overhead Camshaft","Auto","Pale White",25601,"SUV","Middletown"
"10368","C_CND_010368","12/25/2022","Male",855000,"Lexus","LS400","DoubleÂ Overhead Camshaft","Auto","Pale White",27001,"Sedan","Greenville"
"10369","C_CND_010369","12/25/2022","Male",13500,"Acura","RL","Overhead Camshaft","Manual","Pale White",17001,"SUV","Pasco"
"10370","C_CND_010370","12/25/2022","Female",650000,"Honda","Accord","Overhead Camshaft","Manual","Pale White",14001,"Sedan","Janesville"
"10371","C_CND_010371","12/25/2022","Male",860000,"Toyota","Celica","Overhead Camshaft","Manual","Pale White",14001,"SUV","Scottsdale"
"10372","C_CND_010372","12/25/2022","Male",1100000,"Mitsubishi","Eclipse","Overhead Camshaft","Manual","Pale White",12000,"Hardtop","Austin"
"10373","C_CND_010373","12/25/2022","Female",350000,"Mitsubishi","3000GT","DoubleÂ Overhead Camshaft","Auto","Pale White",19001,"Sedan","Middletown"
"10374","C_CND_010374","12/25/2022","Male",1012000,"Acura","RL","Overhead Camshaft","Manual","Pale White",34200,"SUV","Aurora"
"10375","C_CND_010375","12/25/2022","Male",1055000,"Chevrolet","Malibu","DoubleÂ Overhead Camshaft","Auto","Pale White",21500,"Hardtop","Greenville"
"10376","C_CND_010376","12/25/2022","Female",876500,"Saturn","SC","DoubleÂ Overhead Camshaft","Auto","Black",33500,"Hardtop","Aurora"
"10377","C_CND_010377","12/25/2022","Male",1700000,"Subaru","Outback","Overhead Camshaft","Manual","Pale White",49000,"SUV","Janesville"
"10378","C_CND_010378","12/25/2022","Male",1205000,"BMW","528i","DoubleÂ Overhead Camshaft","Auto","Black",31501,"SUV","Scottsdale"
"10379","C_CND_010379","12/25/2022","Male",395000,"Plymouth","Neon","DoubleÂ Overhead Camshaft","Auto","Pale White",27001,"SUV","Austin"
